nome_attrattore,risorsa_territoriale,codice_istat_comune,comume,indirizzo,numerocivico,cap,latitudine,longitudine,sitoweb,email,telefono,fax,cellulare,servizi,attrezzature,foto1,autore_foto1,foto2,autore_foto2,foto3,autore_foto3,descrizione
Lesina,Città del gusto,071027,Lesina (FG),c/o Palazzo di Città - Piazza Giovanni XXIII,1,71012,41.85894,15.35049,,info.rodigarganico@viaggiareinpuglia.it,+390884919432,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412332512442.jpg,,,,,,Si adagia sul lago che porta il suo nome  sul lato settentrionale del Gargano  la bella Lesina  caratteristico borgo marinaro famoso per la produzione di anguille e capitoni.     Dominano il centro antico  l'imponente  Cattedrale  e l'elegante    palazzo vescovile    del `200  ma il vero tesoro di Lesina  a pochi passi dal   Parco Nazionale del Gargano    è lo straordinario patrimonio naturalistico  che si allunga sulle verdi dune sabbiose ricoperte di macchia mediterranea  tutelato nella riserva naturale del lago e nell'oasi Lipu. Da non perdere è il  Museo naturalistico   con il magnifico acquario.     Poco fuori il paese  lo stupore continua dinanzi ai resti dell' Abbazia di Santa Maria di Ripalta   nei pressi del fiume Fortore  con i reperti neolitici che costellano le campagne e il sito naturalistico di rocce vulcaniche risalenti al Triassico  detto le « Petre Nere ». Poco distanti  ci sono il  Santuario di San Nazario  e l' Isola di San Clemente   che affiora con la bassa marea rivelando i resti di una villa romana.
Lesina,Località sportive,071027,Lesina (FG),c/o Palazzo di Città - Piazza Giovanni XXIII,1,71012,41.85894,15.35049,,info.rodigarganico@viaggiareinpuglia.it,+390884919432,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412332512442.jpg,,,,,,Si adagia sul lago che porta il suo nome  sul lato settentrionale del Gargano  la bella Lesina  caratteristico borgo marinaro famoso per la produzione di anguille e capitoni.     Dominano il centro antico  l'imponente  Cattedrale  e l'elegante    palazzo vescovile    del `200  ma il vero tesoro di Lesina  a pochi passi dal   Parco Nazionale del Gargano    è lo straordinario patrimonio naturalistico  che si allunga sulle verdi dune sabbiose ricoperte di macchia mediterranea  tutelato nella riserva naturale del lago e nell'oasi Lipu. Da non perdere è il  Museo naturalistico   con il magnifico acquario.     Poco fuori il paese  lo stupore continua dinanzi ai resti dell' Abbazia di Santa Maria di Ripalta   nei pressi del fiume Fortore  con i reperti neolitici che costellano le campagne e il sito naturalistico di rocce vulcaniche risalenti al Triassico  detto le « Petre Nere ». Poco distanti  ci sono il  Santuario di San Nazario  e l' Isola di San Clemente   che affiora con la bassa marea rivelando i resti di una villa romana.
Lesina,Comune,071027,Lesina (FG),c/o Palazzo di Città - Piazza Giovanni XXIII,1,71012,41.85894,15.35049,,info.rodigarganico@viaggiareinpuglia.it,+390884919432,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412332512442.jpg,,,,,,Si adagia sul lago che porta il suo nome  sul lato settentrionale del Gargano  la bella Lesina  caratteristico borgo marinaro famoso per la produzione di anguille e capitoni.     Dominano il centro antico  l'imponente  Cattedrale  e l'elegante    palazzo vescovile    del `200  ma il vero tesoro di Lesina  a pochi passi dal   Parco Nazionale del Gargano    è lo straordinario patrimonio naturalistico  che si allunga sulle verdi dune sabbiose ricoperte di macchia mediterranea  tutelato nella riserva naturale del lago e nell'oasi Lipu. Da non perdere è il  Museo naturalistico   con il magnifico acquario.     Poco fuori il paese  lo stupore continua dinanzi ai resti dell' Abbazia di Santa Maria di Ripalta   nei pressi del fiume Fortore  con i reperti neolitici che costellano le campagne e il sito naturalistico di rocce vulcaniche risalenti al Triassico  detto le « Petre Nere ». Poco distanti  ci sono il  Santuario di San Nazario  e l' Isola di San Clemente   che affiora con la bassa marea rivelando i resti di una villa romana.
Serracapriola,Comune,071053,Serracapriola (FG),Piazza Nocelli,6,71036,41.80859,15.159901,,info.lucera@viaggiareinpuglia.it,+39800767606,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412353495811.jpg,,,,,,A pochi chilometri dal Lago di   Lesina    Serracapriola è un piccolo borgo immerso nella natura del   Parco Nazionale del Gargano    al confine con il Molise.     Il cuore del paese si raccoglie intorno al  castello medievale   antica fortezza difensiva di Federico II  decorato dalla torre ottagonale e dai torrioni cilindrici. Il borgo antico  dalla tipica forma a cono  conserva inalterato il suo fascino medievale  con le strade lastricate in pietra e le casupole  inframezzate da torri e porte d'accesso fortificate.     Tra i vicoli scoscesi  spicca il cinquecentesco  Convento dei Padri Cappuccini   dove studiò Padre Pio  e le chiese di  San Mercurio  e  Santa Maria in Sylvis .     La scoperta di Serracapriola conduce anche fuori dall'abitato  per un'immersione nella natura incontaminata che circonda il paese  parte del Parco del Gargano  con il Bosco San Lucio e il  Fiume Fortore   poco lontano. 
Stornarella,Comune,071055,Stornarella (FG),c/o Polo Museale - Via Santa Maria del Popolo,68,71022,41.25569,15.7287245,,polomusealeas@gmail.com,+390885651756,,,,,http://www.viaggiareinpuglia.it/img/Localita/gargano_e_daunia_mini_1412355699756.jpg,,,,,,A 36 chilometri di distanza da   Foggia    Stornarella vive d'agricoltura circondata dalle pianure dell'estremità meridionale del Tavoliere.     Nelle stradine del centro storico  si affacciano la  Chiesa Parrocchiale   custode di un grande quadro a olio che rappresenta la  Madonna col Bambino   e la  Chiesa di Maria Santissima della Stella   con il monumento ai caduti poco lontano  mentre poco fuori dal centro abitato  le passeggiate conducono verso l'affascinante  Diga di Capacciotti  e nelle caratteristiche  masserie .     La vita del paese segue i riti e i costumi della vita agricola di un tempo: Stornarella vive della produzione e della commercializzazione degli eccellenti frutti della sua terra  tra cui gli ottimi  cereali   i  vini  e i  pomodori    l'oro rosso di Puglia . 
San Menaio,Località costiere,071059,Vico del Gargano (FG),c/o Palazzo di Città - Piazza Giovanni XXIII,1,71012,41.934227,15.93348,,info.rodigarganico@viaggiareinpuglia.it,+390884919432,,,,,http://www.viaggiareinpuglia.it/img/Localita/san_menaio_1415017178931.jpg,,,,,,Piccolo borgo marino  San Menaio sorge circa 8 chilometri a nord di   Vico del Gargano    all'interno del   Parco Nazionale del Gargano  .     In posizione panoramica si erge la  Chiesa di Sant'Antonio  semplice e austera  edificata all'inizio del Seicento. Nacque nell'Ottocento come locale per la lavorazione degli agrumi la  Chiesa di San Francesco   recuperata dai frati cappuccini. È situata proprio di fronte la trecentesca  Torre dei Preposti  che segna uno spartiacque tra il nucleo storico e l'elegante zona residenziale detta Murge Nere per la presenza di due grandi monoliti di roccia scura affioranti dal bagnasciuga.     Più recente è la minuscola Chiesa di  Santa Maria della difesa  affacciata sulla spiaggia delle Tufare e abbracciata dai  pini d'aleppo secolari  del  Bosco Marzini  che dalla collina scendono verso il mare.     Inebriante è il  profumo di agrumi  che avvolge San Menaio  punteggiato da colture di arance e limoni. 
Lago Pescara,Laghi,071006,Biccari (FG),Piazza Municipio,,71032,41.370617,15.170804,,,+390881591007,+390881591173,+393471373163,Servizi Igienici e docce-Visite guidate-Deposito bagagli-DisponibilitÃ  e noleggio bici-Bar - Punto ristoro-Offerte ricreative,Parcheggio gratuito,http://www.viaggiareinpuglia.it/img/Parco/biccari_lago_pescara_1426516125553.jpg,,,,,,In uno splendido e verde paesaggio ricco di  rigogliosa vegetazione   è incastonato il Lago Pescara  meta di gitanti ed appassionati di pesca.     Da qui  a 902 metri sul livello del mare  si domina la  pianura  circostante che digrada dolcemente verso il mare dove è facile avvistare  nelle giornate limpide  il Golfo di Manfredonia e le  Isole Tremiti .     Esteso per circa 40.000 metri quadrati  il Lago Pescara ha una profondità massima di 6 metri. Privo di emissari naturali  le sue acque sono alimentate da  sorgenti  e da  ruscelli  formatisi dopo le precipitazioni e dopo lo scioglimento delle nevi.     Lo specchio d'acqua sfoggia una ricca vegetazione e  nel periodo estivo  la sua superficie si ricopre con le  foglie galleggianti  del «potamogeton natens»  accompagnate qua e là dai  bianchi fiori  del  ranuncolo acquatico.      Il lago costituisce anche un ottimo ecosistema per la vita e la riproduzione di specie ittiche come le  carpe   i  barbi  e le  alborelle . 
Ortelle,Città del gusto,075056,Ortelle (LE),Via Fratelli Bandiera,59,73030,40.034126,18.391283,,info.castro@viaggiareinpuglia.it,+390836943317,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412607573791.jpg,,,,,,Con la sua frazione di   Vignacastrisi    Ortelle sorge sul versante sud orientale del   Salento    a 43 chilometri da   Lecce   e a soli 5 chilometri dalla marina di   Castro  .     Il paesino si stringe attorno alla seicentesca  Chiesa Madre  dedicata al patrono San Giorgio  con il suo portale sormontato dalla figura del Cristo benedicente. Più avanti si possono ammirare  Palazzo Rizzelli  e l'orfanotrofio dedicato a Francesco De Viti.     Spostandosi verso la periferia si incontra la  Chiesa di San Vito e Santa Marina   costruita nella seconda metà del Settecento. L'aspetto severo è ingentilito dalle  nicchie  che corrono lungo il fianco. A pochi metri  sorge la  Cripta della Madonna della Grotta   testimonianza che la zona era frequentata fin dal Medioevo. Proprio qui  nel piazzale attrezzato fra la chiesa e la cripta  si svolgono le feste e le sagre del paese che offre singolari sapori: da assaggiare sono la « pirilla »  il tipico pane condito  e le carni delicate del  maialino Or.Vi.   
Ortelle,Comune,075056,Ortelle (LE),Via Fratelli Bandiera,59,73030,40.034126,18.391283,,info.castro@viaggiareinpuglia.it,+390836943317,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412607573791.jpg,,,,,,Con la sua frazione di   Vignacastrisi    Ortelle sorge sul versante sud orientale del   Salento    a 43 chilometri da   Lecce   e a soli 5 chilometri dalla marina di   Castro  .     Il paesino si stringe attorno alla seicentesca  Chiesa Madre  dedicata al patrono San Giorgio  con il suo portale sormontato dalla figura del Cristo benedicente. Più avanti si possono ammirare  Palazzo Rizzelli  e l'orfanotrofio dedicato a Francesco De Viti.     Spostandosi verso la periferia si incontra la  Chiesa di San Vito e Santa Marina   costruita nella seconda metà del Settecento. L'aspetto severo è ingentilito dalle  nicchie  che corrono lungo il fianco. A pochi metri  sorge la  Cripta della Madonna della Grotta   testimonianza che la zona era frequentata fin dal Medioevo. Proprio qui  nel piazzale attrezzato fra la chiesa e la cripta  si svolgono le feste e le sagre del paese che offre singolari sapori: da assaggiare sono la « pirilla »  il tipico pane condito  e le carni delicate del  maialino Or.Vi.   
Marina di Lesina,Spiagge,071027,Lesina (FG),Marina di Lesina,,71012,41.917038,15.335055,,info.rodigarganico@viaggiareinpuglia.it,+390884919432,,,,,http://www.viaggiareinpuglia.it/img/Parco/mare1_giannella_1426600827169.jpg,Vittorio Giannella,,,,,Un braccio di terra che separa il lago di Lesina dal mare e una lunga baia puntellata di hotel  campeggi  villaggi turistici e parchi acquatici. Marina di Lesina  frazione dell'omonimo comune e situata nel  Parco Nazionale del Gargano   è una delle mete turistiche privilegiate da comitive di amici  famiglie con bambini e qualsiasi turista in cerca di relax e divertimento.     Adagiata sulla macchia mediterranea  la piccola cittadina  separata dal lago tramite i  canali di Acquarotta e Schiapparo   è il punto di riferimento per chi ama i comfort delle strutture ricettive ma non vuole perdere il contatto con la natura.     La macchia mediterranea  la pineta  le dune che abbracciano il sito e il vicino  lago di Lesina   noto per essere una delle lagune più estese del Mediterraneo oltre che per la folta popolazione di anguille  sono infatti la piacevole cornice di un borgo marino che offre la possibilità di trascorrere qualche ora nei paesaggi più tipici della zona senza allontanarsi troppo dal mare.
Sistema museale di Poggiardo,Musei  gallerie e pinacoteche,075061,Poggiardo (LE),Poggiardo,,73037,40.06037,18.373274,,parcodeiguerrieri@alice.it,+390833909863,,,,,http://www.viaggiareinpuglia.it/img/LuoghiCultura/arte_e_cultura_solito_1427983552410.jpg,Carlos Solito,,,,,Il Sistema museale di Poggiardo comprende il Parco archeologico dei guerrieri di Vaste  il Museo della Civiltà messapica e il Museo degli affreschi della Cripta di Santa Maria degli Angeli.     Il patrimonio culturale di  Poggiardo  rientra nel Sistema museale territoriale. Questo comprende il  Parco dei guerrieri  che sorge nella frazione di Vaste  il  Museo degli affreschi della Cripta di Santa Maria degli Angeli   nella Villa comunale di piazza Episcopo  e il  Museo archeologico della civiltà messapica  nel Palazzo baronale di Poggiardo.     La Cripta di Santa Maria degli Angeli risale all'XI secolo e un tempo era interamente ricoperta di  affreschi . Questi sono stati staccati e restaurati e oggi si possono ammirare in un piccolo  museo  allestito ad hoc  inaugurato nel 1975.        Il Museo archeologico della Civiltà messapica è allestito all'interno del  Palazzo baronale  in piazza Dante a Vaste. Vi sono raccolti reperti rinvenuti nel territorio comunale  dalle tombe alle «trozzelle»  tipici vasi messapici. 
Sogliano Cavour,Comune,075075,Sogliano Cavour (LE),c/o Torre dell'orologio - Via Vittorio Emanuele II,35,73013,40.1471,18.19663,,info.galatina@viaggiareinpuglia.it,+390836569984,,+39 0836 569984,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412608971087.jpg,,,,,,Situato nell'entroterra della penisola salentina  Sogliano Cavour dista 25 chilometri da   Lecce  .     L'appellativo Cavour affonda le radici in un caso di omonimia: all'indomani dell'Unità d'Italia  quando Vittorio Emanuele II impose ai comuni con lo stesso nome di mutare denominazione  Sogliano scelse di omaggiare lo statista piemontese.     Cuore dell'abitato è la  Chiesa Madre  risalente al XV secolo e dedicata al  patrono   San   Lorenzo. Dietro la   facciata barocca  conserva un organo a canne settecentesco  una statua policroma del santo e un mosaico pavimentale.               Da visitare la Chiesa dell' Annunziata  è stata edificata intorno al 1660 su un complesso di  cripte basiliane  di cui rimane quella dedicata alla Madonna del Riposo. La  chiesa delle Anime Sante del Purgatorio  invece   sorge su un'area anticamente occupata dal complesso di grotte dedicate a San Trifone  databile intorno al VI secolo.
Cocumola,Città del gusto,075061,Poggiardo (LE),c/o Area Archeologica Parco dei Guerrieri,S.P. 363,73037,40.069008,18.42928,,info.poggiardo@viaggiareinpuglia.it,+39800551155,,,,,http://www.viaggiareinpuglia.it/img/Localita/salento_mini_1412954882035.jpg,,,,,,Ha origini antichissime Cocumola  graziosa frazione di   Minervino di Lecce    dal quale dista 3 chilometri  più o meno la stessa distanza che la separa dalla costa di   Santa Cesarea Terme  . A raccontare le sue origini  nel borgo  ci sono dolmen e menhir ( Croce  e  Pizzilonghi-Urpinara )  ben conservati  come un po' tutti gli altri monumenti del paesino.      Palazzo Pasca  si affaccia sulla centrale piazza San Nicola  struttura realizzata nel XVI secolo che ingloba una torre del Quattrocento. Al suo interno  un giardino dominato da una  quercia vallonea  plurisecolare. Di interesse storico e architettonico sono inoltre la chiesa della Madonna Assunta  cappella della Madonna Immacolata  l'arco del  Lazzaretto   ciò che resta dell'ospedale in cui trovavano accoglienza i lebbrosi in quarantena  e la chiesetta della  Madonna dell'Uragano .
Tricase Porto,Località costiere,075088,Tricase (LE),c/o Palazzo Gallone - Piazza Pisanelli,1,73039,39.92968,18.394615,,info.tricase@viaggiareinpuglia.it,+390833777237,,,,,http://www.viaggiareinpuglia.it/img/Localita/tricaseporto_leonardodangelo_1415093749660.jpg,Leonardo D'Angelo,,,,,Adagiata sul basso versante adriatico del   Salento    la piccola località balneare di Tricase Porto è compresa tra   Marina di Andrano   e   Marina Serra  . Il centro abitato è attraversato dalla strada che  percorrendo tutto il litorale  collega Otranto a Santa Maria di Leuca.     Da vedere è la  chiesetta dedicata a San Nicola   protettore della cittadina  per il quale ogni anno si organizzano grandi festeggiamenti con la caratteristica processione a mare.     Situata sulla cresta della Serra del Mito a 116 metri sul livello del mare  la  Torre del Sasso  domina la costa di Tricase Porto che ricade nel   Parco Naturale Regionale Costa Otranto - Santa Maria di Leuca e Bosco di Tricase  . La vedetta cinquecentesca oggi parzialmente diruta comunicava con la Torre del Porto di Tricase che sorgeva su Pizzo Cannone  a nord dell'insenatura del porto. Edificata nel 1532 da Carlo V  fu bombardata nell'Ottocento dagli inglesi.
